estimation_id,region_id,simd_width,global_size,local_size,thread_count,time,speed_up,bounded_by
180,301,16,"(1000000,)","(8,)",125000,2.3753614484423275,2.875351877281184,Compute
181,301,16,"(1000000, 271)","(1, 8)",34000000,2.409331035703369,2.8348117791983203,Compute
182,301,16,"(1000000,)","(16,)",62500,1.4026812191075273,4.86924606030276,Compute
183,301,16,"(1000000, 271)","(1, 16)",17000000,1.419679053005569,4.810946520300041,Compute
184,301,16,"(1000000,)","(32,)",62500,1.4026812191075273,4.86924606030276,Compute
185,301,16,"(1000000, 271)","(1, 32)",17000000,1.419679053005569,4.810946520300041,Compute
186,301,16,"(1000000,)","(64,)",62500,1.4026812191075273,4.86924606030276,Compute
187,301,16,"(1000000, 271)","(1, 64)",17000000,1.419679053005569,4.810946520300041,Compute
188,301,16,"(1000000,)","(128,)",62500,1.4026812191075273,4.86924606030276,Compute
189,301,16,"(1000000, 271)","(1, 128)",17000000,1.419679053005569,4.810946520300041,Compute
190,301,16,"(1000000,)","(256,)",62500,1.4026812191075273,4.86924606030276,Compute
